ACCRUAL Consolidado (BRL + FX);;;;;;;;;;;;;;;;;;;;;;;;;
Contrato: LOAN-1762377607291-5zWy-N;Período: 2025-01-07 → 2026-07-09;Moeda: USD;FX Contrato: 6.076400;Status: ATIVO;Apuração: 2025-01-07 → 2026-07-09;Base Juros: 30/360 · Capitalização Composta;Normas IFRS/CPC: CPC 02 · CPC 08 · CPC 48 · IAS 21 · IFRS 9;Diretriz: USD Loan → BRL (Accrual IFRS / CPC 02);Layout: Layout Padrão (default-v2);;;;;;;;;;;;;;;;
2026-03-19;1;0,00019049;1786512,772;340,3107;141141,8026;1786853,083;10855566,21;2067,86;857634,09;10857634,07;6,0764;10855566,21;2067,86;814323,32;10857634,07;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-20;1;0,00019049;1786853,083;340,3756;141482,1782;1787193,458;10857634,07;2068,26;859702,35;10859702,33;6,0764;10857634,07;2068,26;816391,58;10859702,33;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-21;1;0,00019049;1787193,458;340,4404;141822,6186;1787533,899;10859702,33;2068,65;861771;10861770,98;6,0764;10859702,33;2068,65;818460,23;10861770,98;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-22;1;0,00019049;1787533,899;340,5052;142163,1238;1787874,404;10861770,98;2069,05;863840,05;10863840,03;6,0764;10861770,98;2069,05;820529,28;10863840,03;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-23;1;0,00019049;1787874,404;340,5701;142503,6939;1788214,974;10863840,03;2069,44;865909,49;10865909,47;6,0764;10863840,03;2069,44;822598,72;10865909,47;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-24;1;0,00019049;1788214,974;340,635;142844,3289;1788555,609;10865909,47;2069,83;867979,32;10867979,3;6,0764;10865909,47;2069,83;824668,55;10867979,3;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-25;1;0,00019049;1788555,609;340,6999;143185,0288;1788896,309;10867979,3;2070,23;870049,55;10870049,53;6,0764;10867979,3;2070,23;826738,78;10870049,53;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-26;1;0,00019049;1788896,309;340,7648;143525,7936;1789237,074;10870049,53;2070,62;872120,17;10872120,15;6,0764;10870049,53;2070,62;828809,4;10872120,15;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-27;1;0,00019049;1789237,074;340,8297;143866,6233;1789577,903;10872120,15;2071,02;874191,19;10874191,17;6,0764;10872120,15;2071,02;830880,42;10874191,17;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-28;1;0,00019049;1789577,903;340,8946;144207,5179;1789918,798;10874191,17;2071,41;876262,6;10876262,58;6,0764;10874191,17;2071,41;832951,83;10876262,58;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-29;1;0,00019049;1789918,798;340,9595;144548,4774;1790259,757;10876262,58;2071,81;878334,41;10878334,39;6,0764;10876262,58;2071,81;835023,64;10878334,39;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-30;1;0,00019049;1790259,757;341,0245;144889,5019;1790600,782;10878334,39;2072,2;880406,61;10880406,59;6,0764;10878334,39;2072,2;837095,84;10880406,59;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-31;1;0,00019049;1790600,782;341,0894;145230,5913;1790941,871;10880406,59;2072,6;882479,21;10882479,19;6,0764;10880406,59;2072,6;839168,44;10882479,19;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-01;0;0;1790941,871;0;145230,5913;1790941,871;10882479,19;0;882479,21;10882479,19;6,0764;10882479,19;0;839168,44;10882479,19;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-02;1;0,00019049;1790941,871;341,1544;145571,7457;1791283,026;10882479,19;2072,99;884552,2;10884552,18;6,0764;10882479,19;2072,99;841241,43;10884552,18;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-03;1;0,00019049;1791283,026;341,2194;145912,9651;1791624,245;10884552,18;2073,39;886625,59;10886625,56;6,0764;10884552,18;2073,39;843314,82;10886625,56;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-04;1;0,00019049;1791624,245;341,2844;146254,2495;1791965,53;10886625,56;2073,78;888699,37;10888699,34;6,0764;10886625,56;2073,78;845388,6;10888699,34;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-05;1;0,00019049;1791965,53;341,3494;146595,5989;1792306,879;10888699,34;2074,18;890773,55;10890773,52;6,0764;10888699,34;2074,18;847462,78;10890773,52;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-06;1;0,00019049;1792306,879;341,4144;146937,0133;1792648,293;10890773,52;2074,57;892848,12;10892848,09;6,0764;10890773,52;2074,57;849537,35;10892848,09;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-07;1;0,00019049;1792648,293;341,4795;147278,4928;1792989,773;10892848,09;2074,97;894923,09;10894923,06;6,0764;10892848,09;2074,97;851612,32;10894923,06;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-08;1;0,00019049;1792989,773;341,5445;147620,0373;1793331,317;10894923,06;2075,36;896998,45;10896998,42;6,0764;10894923,06;2075,36;853687,68;10896998,42;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-09;1;0,00019049;1793331,317;341,6096;147961,6469;1793672,927;10896998,42;2075,76;899074,21;10899074,17;6,0764;10896998,42;2075,76;855763,44;10899074,17;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-10;1;0,00019049;1793672,927;341,6747;148303,3216;1794014,602;10899074,17;2076,15;901150,36;10901150,33;6,0764;10899074,17;2076,15;857839,59;10901150,33;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-11;1;0,00019049;1794014,602;341,7397;148645,0613;1794356,341;10901150,33;2076,55;903226,91;10903226,87;6,0764;10901150,33;2076,55;859916,14;10903226,87;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-12;1;0,00019049;1794356,341;341,8048;148986,8661;1794698,146;10903226,87;2076,94;905303,85;10905303,81;6,0764;10903226,87;2076,94;861993,08;10905303,81;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-13;1;0,00019049;1794698,146;341,87;149328,7361;1795040,016;10905303,81;2077,34;907381,19;10907381,15;6,0764;10905303,81;2077,34;864070,42;10907381,15;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-14;1;0,00019049;1795040,016;341,9351;149670,6712;1795381,951;10907381,15;2077,73;909458,92;10909458,89;6,0764;10907381,15;2077,73;866148,15;10909458,89;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-15;1;0,00019049;1795381,951;342,0002;150012,6714;1795723,951;10909458,89;2078,13;911537,05;10911537,02;6,0764;10909458,89;2078,13;868226,28;10911537,02;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-16;1;0,00019049;1795723,951;342,0654;150354,7368;1796066,017;10911537,02;2078,53;913615,58;10913615,54;6,0764;10911537,02;2078,53;870304,81;10913615,54;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-17;1;0,00019049;1796066,017;342,1305;150696,8673;1796408,147;10913615,54;2078,92;915694,5;10915694,47;6,0764;10913615,54;2078,92;872383,73;10915694,47;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-18;1;0,00019049;1796408,147;342,1957;151039,063;1796750,343;10915694,47;2079,32;917773,82;10917773,78;6,0764;10915694,47;2079,32;874463,05;10917773,78;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-19;1;0,00019049;1796750,343;342,2609;151381,3239;1797092,604;10917773,78;2079,71;919853,53;10919853,5;6,0764;10917773,78;2079,71;876542,76;10919853,5;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-20;1;0,00019049;1797092,604;342,3261;151723,65;1797434,93;10919853,5;2080,11;921933,64;10921933,61;6,0764;10919853,5;2080,11;878622,87;10921933,61;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-21;1;0,00019049;1797434,93;342,3913;152066,0413;1797777,321;10921933,61;2080,51;924014,15;10924014,12;6,0764;10921933,61;2080,51;880703,38;10924014,12;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-22;1;0,00019049;1797777,321;342,4565;152408,4978;1798119,778;10924014,12;2080,9;926095,05;10926095,02;6,0764;10924014,12;2080,9;882784,28;10926095,02;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-23;1;0,00019049;1798119,778;342,5217;152751,0195;1798462,3;10926095,02;2081,3;928176,35;10928176,32;6,0764;10926095,02;2081,3;884865,58;10928176,32;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-24;1;0,00019049;1798462,3;342,587;153093,6065;1798804,887;10928176,32;2081,7;930258,05;10930258,01;6,0764;10928176,32;2081,7;886947,28;10930258,01;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-25;1;0,00019049;1798804,887;342,6522;153436,2587;1799147,539;10930258,01;2082,09;932340,14;10932340,1;6,0764;10930258,01;2082,09;889029,37;10932340,1;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-26;1;0,00019049;1799147,539;342,7175;153778,9762;1799490,256;10932340,1;2082,49;934422,63;10934422,59;6,0764;10932340,1;2082,49;891111,86;10934422,59;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-27;1;0,00019049;1799490,256;342,7828;154121,759;1799833,039;10934422,59;2082,89;936505,52;10936505,48;6,0764;10934422,59;2082,89;893194,75;10936505,48;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-28;1;0,00019049;1799833,039;342,8481;154464,6071;1800175,887;10936505,48;2083,28;938588,8;10938588,76;6,0764;10936505,48;2083,28;895278,03;10938588,76;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-29;1;0,00019049;1800175,887;342,9134;154807,5205;1800518,801;10938588,76;2083,68;940672,48;10940672,44;6,0764;10938588,76;2083,68;897361,71;10940672,44;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-04-30;1;0,00019049;1800518,801;342,9787;155150,4992;1800861,779;10940672,44;2084,08;942756,56;10942756,52;6,0764;10940672,44;2084,08;899445,79;10942756,52;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-01;1;0,00019049;1800861,779;343,0441;155493,5433;1801204,823;10942756,52;2084,47;944841,03;10944840,99;6,0764;10942756,52;2084,47;901530,26;10944840,99;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-02;1;0,00019049;1801204,823;343,1094;155836,6527;1801547,933;10944840,99;2084,87;946925,9;10946925,86;6,0764;10944840,99;2084,87;903615,13;10946925,86;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-03;1;0,00019049;1801547,933;343,1748;156179,8275;1801891,108;10946925,86;2085,27;949011,17;10949011,13;6,0764;10946925,86;2085,27;905700,4;10949011,13;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-04;1;0,00019049;1801891,108;343,2401;156523,0676;1802234,348;10949011,13;2085,66;951096,83;10951096,79;6,0764;10949011,13;2085,66;907786,06;10951096,79;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-05;1;0,00019049;1802234,348;343,3055;156866,3731;1802577,653;10951096,79;2086,06;953182,89;10953182,85;6,0764;10951096,79;2086,06;909872,12;10953182,85;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-06;1;0,00019049;1802577,653;343,3709;157209,744;1802921,024;10953182,85;2086,46;955269,35;10955269,31;6,0764;10953182,85;2086,46;911958,58;10955269,31;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-07;1;0,00019049;1802921,024;343,4363;157553,1803;1803264,46;10955269,31;2086,86;957356,21;10957356,17;6,0764;10955269,31;2086,86;914045,44;10957356,17;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-08;1;0,00019049;1803264,46;343,5017;157896,682;1803607,962;10957356,17;2087,25;959443,46;10959443,42;6,0764;10957356,17;2087,25;916132,69;10959443,42;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-09;1;0,00019049;1803607,962;343,5672;158240,2492;1803951,529;10959443,42;2087,65;961531,11;10961531,07;6,0764;10959443,42;2087,65;918220,34;10961531,07;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-10;1;0,00019049;1803951,529;343,6326;158583,8818;1804295,162;10961531,07;2088,05;963619,16;10963619,12;6,0764;10961531,07;2088,05;920308,39;10963619,12;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-11;1;0,00019049;1804295,162;343,6981;158927,5799;1804638,86;10963619,12;2088,45;965707,61;10965707,57;6,0764;10963619,12;2088,45;922396,84;10965707,57;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-12;1;0,00019049;1804638,86;343,7635;159271,3434;1804982,623;10965707,57;2088,84;967796,45;10967796,41;6,0764;10965707,57;2088,84;924485,68;10967796,41;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-13;1;0,00019049;1804982,623;343,829;159615,1724;1805326,452;10967796,41;2089,24;969885,69;10969885,66;6,0764;10967796,41;2089,24;926574,92;10969885,66;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-14;1;0,00019049;1805326,452;343,8945;159959,0669;1805670,347;10969885,66;2089,64;971975,33;10971975,3;6,0764;10969885,66;2089,64;928664,56;10971975,3;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-15;1;0,00019049;1805670,347;343,96;160303,0269;1806014,307;10971975,3;2090,04;974065,37;10974065,33;6,0764;10971975,3;2090,04;930754,6;10974065,33;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-16;1;0,00019049;1806014,307;344,0256;160647,0525;1806358,333;10974065,33;2090,44;976155,81;10976155,77;6,0764;10974065,33;2090,44;932845,04;10976155,77;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-17;1;0,00019049;1806358,333;344,0911;160991,1436;1806702,424;10976155,77;2090,84;978246,65;10978246,61;6,0764;10976155,77;2090,84;934935,88;10978246,61;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-18;1;0,00019049;1806702,424;344,1566;161335,3002;1807046,58;10978246,61;2091,23;980337,88;10980337,84;6,0764;10978246,61;2091,23;937027,11;10980337,84;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-19;1;0,00019049;1807046,58;344,2222;161679,5224;1807390,802;10980337,84;2091,63;982429,51;10982429,47;6,0764;10980337,84;2091,63;939118,74;10982429,47;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-20;1;0,00019049;1807390,802;344,2878;162023,8102;1807735,09;10982429,47;2092,03;984521,54;10984521,5;6,0764;10982429,47;2092,03;941210,77;10984521,5;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-21;1;0,00019049;1807735,09;344,3533;162368,1635;1808079,444;10984521,5;2092,43;986613,97;10986613,93;6,0764;10984521,5;2092,43;943303,2;10986613,93;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-22;1;0,00019049;1808079,444;344,4189;162712,5824;1808423,862;10986613,93;2092,83;988706,8;10988706,76;6,0764;10986613,93;2092,83;945396,03;10988706,76;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-23;1;0,00019049;1808423,862;344,4845;163057,0669;1808768,347;10988706,76;2093,23;990800,03;10990799,98;6,0764;10988706,76;2093,23;947489,26;10990799,98;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-24;1;0,00019049;1808768,347;344,5502;163401,6171;1809112,897;10990799,98;2093,62;992893,65;10992893,61;6,0764;10990799,98;2093,62;949582,88;10992893,61;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-25;1;0,00019049;1809112,897;344,6158;163746,2329;1809457,513;10992893,61;2094,02;994987,67;10994987,63;6,0764;10992893,61;2094,02;951676,9;10994987,63;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-26;1;0,00019049;1809457,513;344,6814;164090,9143;1809802,194;10994987,63;2094,42;997082,09;10997082,05;6,0764;10994987,63;2094,42;953771,32;10997082,05;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-27;1;0,00019049;1809802,194;344,7471;164435,6614;1810146,941;10997082,05;2094,82;999176,91;10999176,87;6,0764;10997082,05;2094,82;955866,14;10999176,87;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-28;1;0,00019049;1810146,941;344,8128;164780,4742;1810491,754;10999176,87;2095,22;1001272,13;11001272,1;6,0764;10999176,87;2095,22;957961,36;11001272,1;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-29;1;0,00019049;1810491,754;344,8785;165125,3527;1810836,633;11001272,1;2095,62;1003367,75;11003367,71;6,0764;11001272,1;2095,62;960056,98;11003367,71;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-30;1;0,00019049;1810836,633;344,9442;165470,2969;1811181,577;11003367,71;2096,02;1005463,77;11005463,73;6,0764;11003367,71;2096,02;962153;11005463,73;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-05-31;1;0,00019049;1811181,577;345,0099;165815,3068;1811526,587;11005463,73;2096,42;1007560,19;11007560,15;6,0764;11005463,73;2096,42;964249,42;11007560,15;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-01;0;0;1811526,587;0;165815,3068;1811526,587;11007560,15;0;1007560,19;11007560,15;6,0764;11007560,15;0;964249,42;11007560,15;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-02;1;0,00019049;1811526,587;345,0756;166160,3824;1811871,662;11007560,15;2096,82;1009657,01;11009656,97;6,0764;11007560,15;2096,82;966346,24;11009656,97;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-03;1;0,00019049;1811871,662;345,1413;166505,5237;1812216,804;11009656,97;2097,22;1011754,23;11011754,19;6,0764;11009656,97;2097,22;968443,46;11011754,19;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-04;1;0,00019049;1812216,804;345,2071;166850,7308;1812562,011;11011754,19;2097,62;1013851,85;11013851,8;6,0764;11011754,19;2097,62;970541,08;11013851,8;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-05;1;0,00019049;1812562,011;345,2728;167196,0036;1812907,284;11013851,8;2098,02;1015949,87;11015949,82;6,0764;11013851,8;2098,02;972639,1;11015949,82;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-06;1;0,00019049;1812907,284;345,3386;167541,3422;1813252,622;11015949,82;2098,42;1018048,29;11018048,23;6,0764;11015949,82;2098,42;974737,52;11018048,23;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-07;1;0,00019049;1813252,622;345,4044;167886,7466;1813598,027;11018048,23;2098,82;1020147,11;11020147,05;6,0764;11018048,23;2098,82;976836,34;11020147,05;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-08;1;0,00019049;1813598,027;345,4702;168232,2168;1813943,497;11020147,05;2099,22;1022246,33;11022246,26;6,0764;11020147,05;2099,22;978935,56;11022246,26;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-09;1;0,00019049;1813943,497;345,536;168577,7528;1814289,033;11022246,26;2099,61;1024345,94;11024345,88;6,0764;11022246,26;2099,61;981035,17;11024345,88;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-10;1;0,00019049;1814289,033;345,6018;168923,3546;1814634,635;11024345,88;2100,01;1026445,95;11026445,89;6,0764;11024345,88;2100,01;983135,18;11026445,89;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-11;1;0,00019049;1814634,635;345,6676;169269,0222;1814980,302;11026445,89;2100,41;1028546,36;11028546,31;6,0764;11026445,89;2100,41;985235,59;11028546,31;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-12;1;0,00019049;1814980,302;345,7335;169614,7557;1815326,036;11028546,31;2100,82;1030647,18;11030647,12;6,0764;11028546,31;2100,82;987336,41;11030647,12;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-13;1;0,00019049;1815326,036;345,7993;169960,555;1815671,835;11030647,12;2101,21;1032748,39;11032748,34;6,0764;11030647,12;2101,21;989437,62;11032748,34;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-14;1;0,00019049;1815671,835;345,8652;170306,4202;1816017,7;11032748,34;2101,62;1034850,01;11034849,95;6,0764;11032748,34;2101,62;991539,24;11034849,95;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-15;1;0,00019049;1816017,7;345,9311;170652,3513;1816363,631;11034849,95;2102,02;1036952,03;11036951,97;6,0764;11034849,95;2102,02;993641,26;11036951,97;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-16;1;0,00019049;1816363,631;345,997;170998,3483;1816709,628;11036951,97;2102,42;1039054,45;11039054,39;6,0764;11036951,97;2102,42;995743,68;11039054,39;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-17;1;0,00019049;1816709,628;346,0629;171344,4112;1817055,691;11039054,39;2102,82;1041157,27;11041157,2;6,0764;11039054,39;2102,82;997846,5;11041157,2;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-18;1;0,00019049;1817055,691;346,1288;171690,54;1817401,82;11041157,2;2103,22;1043260,49;11043260,42;6,0764;11041157,2;2103,22;999949,72;11043260,42;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-19;1;0,00019049;1817401,82;346,1947;172036,7347;1817748,015;11043260,42;2103,62;1045364,11;11045364,04;6,0764;11043260,42;2103,62;1002053,34;11045364,04;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-20;1;0,00019049;1817748,015;346,2607;172382,9954;1818094,275;11045364,04;2104,02;1047468,13;11047468,06;6,0764;11045364,04;2104,02;1004157,36;11047468,06;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-21;1;0,00019049;1818094,275;346,3267;172729,3221;1818440,602;11047468,06;2104,42;1049572,55;11049572,47;6,0764;11047468,06;2104,42;1006261,78;11049572,47;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-22;1;0,00019049;1818440,602;346,3926;173075,7147;1818786,995;11049572,47;2104,82;1051677,37;11051677,29;6,0764;11049572,47;2104,82;1008366,6;11051677,29;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-23;1;0,00019049;1818786,995;346,4586;173422,1733;1819133,453;11051677,29;2105,22;1053782,59;11053782,52;6,0764;11051677,29;2105,22;1010471,82;11053782,52;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-24;1;0,00019049;1819133,453;346,5246;173768,6979;1819479,978;11053782,52;2105,62;1055888,21;11055888,14;6,0764;11053782,52;2105,62;1012577,44;11055888,14;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-25;1;0,00019049;1819479,978;346,5906;174115,2885;1819826,569;11055888,14;2106,02;1057994,23;11057994,16;6,0764;11055888,14;2106,02;1014683,46;11057994,16;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-26;1;0,00019049;1819826,569;346,6566;174461,9451;1820173,225;11057994,16;2106,42;1060100,65;11060100,58;6,0764;11057994,16;2106,42;1016789,88;11060100,58;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-27;1;0,00019049;1820173,225;346,7227;174808,6678;1820519,948;11060100,58;2106,83;1062207,48;11062207,41;6,0764;11060100,58;2106,83;1018896,71;11062207,41;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-28;1;0,00019049;1820519,948;346,7887;175155,4565;1820866,737;11062207,41;2107,23;1064314,71;11064314,64;6,0764;11062207,41;2107,23;1021003,94;11064314,64;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-29;1;0,00019049;1820866,737;346,8548;175502,3113;1821213,591;11064314,64;2107,63;1066422,34;11066422,27;6,0764;11064314,64;2107,63;1023111,57;11066422,27;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-06-30;1;0,00019049;1821213,591;346,9208;175849,2321;1821560,512;11066422,27;2108,03;1068530,37;11068530,3;6,0764;11066422,27;2108,03;1025219,6;11068530,3;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-07-01;1;0,00019049;1821560,512;346,9869;176196,219;1821907,499;11068530,3;2108,43;1070638,8;11070638,73;6,0764;11068530,3;2108,43;1027328,03;11070638,73;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-07-02;1;0,00019049;1821907,499;347,053;176543,272;1822254,552;11070638,73;2108,83;1072747,63;11072747,56;6,0764;11070638,73;2108,83;1029436,86;11072747,56;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-07-03;1;0,00019049;1822254,552;347,1191;176890,3911;1822601,671;11072747,56;2109,23;1074856,86;11074856,79;6,0764;11072747,56;2109,23;1031546,09;11074856,79;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-07-04;1;0,00019049;1822601,671;347,1853;177237,5764;1822948,856;11074856,79;2109,64;1076966,5;11076966,43;6,0764;11074856,79;2109,64;1033655,73;11076966,43;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-07-05;1;0,00019049;1822948,856;347,2514;177584,8278;1823296,108;11076966,43;2110,04;1079076,54;11079076,47;6,0764;11076966,43;2110,04;1035765,77;11079076,47;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-07-06;1;0,00019049;1823296,108;347,3175;177932,1453;1823643,425;11079076,47;2110,44;1081186,98;11081186,91;6,0764;11079076,47;2110,44;1037876,21;11081186,91;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-07-07;1;0,00019049;1823643,425;347,3837;178279,529;1823990,809;11081186,91;2110,84;1083297,82;11083297,75;6,0764;11081186,91;2110,84;1039987,05;11083297,75;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-07-08;1;0,00019049;1823990,809;347,4499;178626,9789;1824338,259;11083297,75;2111,24;1085409,06;11085409;6,0764;11083297,75;2111,24;1042098,29;11085409;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-07-09;1;0,00019049;1824338,259;347,5161;178974,495;1824685,775;11085409;2111,65;1087520,71;11087520,64;6,0764;11085409;2111,65;1044209,94;11087520,64;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-07-10;1;0,00019049;1824685,775;347,5823;179322,0773;1825033,357;11087520,64;2112,05;1089632,76;11089632,69;6,0764;11087520,64;2112,05;1046321,99;11089632,69;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
Totais;543;0,00019049;1824685,775;179322,0773;179322,0773;1825033,357;11087520,64;1089632,76;1089632,76;11089632,69;6,0764;11087520,64;1046321,99;1046321,99;11089632,69;6,0764;Contrato (PTAX indisponível);-231061636,9;-43310,77;-231104947,7;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
